RBD;NOMBRE;DEPENDENCIA;DIRECCIÓN;REGION;COMUNA;DIRECTOR/A;E- MAIL DIRECTOR/A;TELEFONO;E- MAIL ESTABLECIMIENTO ;Discapacidad Auditiva;Discapacidad Intelectual;Discapacidad Visual; Trastornos Específicos del Lenguaje; Transtornos Motores; Autismo; Discapacidad Graves Alteraciones en la Capacidad de Relación y Comunicación; Discapacidad Múltiple; Sordoceguera
20325;ESCUELA ESPECIAL DE LENGUAJE KAILIN URUGUAY;Particular Subvencionado;AVDA URUGUAY ;6;RANCAGUA;ELSA PATRICIA MUÑOZ ESPINOZA;ITAMU2003@GMAIL.COM;72-2752191;ESCUELAKAILINURUGUAY@GMAIL.COM;;;;ü;;;;;
20327;ESCUELA ESPECIAL DE LENGUAJE `PASITOS`;Particular Subvencionado;ROMULO CORREA 521;12;PUNTA ARENAS;DANIELA VALESCA GALLARDO AMPUERO;DANIELA.GALLARDO.A@GMAIL.COM;61-2371065;KARENALARCONIBARRA@GMAIL.COM;;;;ü;;;ü;;
20328;ESCUELA ESPECIAL DE LENGUAJE SAN FRANCISCO DE ASIS;Particular Subvencionado;AVENIDA PORTUGAL LOTEO PUNTA MIRA NORTE 2710;4;COQUIMBO;MARITZA CECILIA GALLARDO CARVAJAL;MARITZAGALLARDOCAR@GMAIL.COM;51-2520154;ESCUFASIS2@GMAIL.COM;;;;ü;;;;;
20331;ESCUELA ESPECIAL DE LENGUAJE `GENIOS DEL FUTURO`;Particular Subvencionado;AVDA. HORARIO ARANGUIZ 1162;6;SAN VICENTE;YASNA EDITH DINAMARCA LÓPEZ;YASNYDINA@GMAIL.COM;72-2581664;ESCUELAGENIOSDELFUTURO@GMAIL.COM;;;;ü;;;;;
20332;ESCUELA ESPECIAL DEL LENGUAJE ALEGRIA DEL SABER;Particular Subvencionado;SANTIAGO AMENGUAL 22 22;4;COQUIMBO;MELISSA TAMARA MARÍN SAN MARTÍN;ELIZABETHRRP25@GMAIL.COM;51-2310142;MELISSAMARINSANMARTIN@HOTMAIL.COM;;;;ü;;;;;
20334;ESCUELA ESPECIAL DE LENGUAJE ESTRELLITA DE BELÉN;Particular Subvencionado;MANUEL MATTA 1855;15;ARICA;SIRIA ZADIA QUIROGA MANZUR;ESCUELAESTRELLITADEBELEN@GMAIL.COM;58-2317746;ESCUELAESTRELLITADEBELEN@GMAIL.COM;;;;ü;;;;;
20335;ESCUELA ESPECIAL DE LENGUAJE MIS TESOROS;Particular Subvencionado;CALLE LIBERTAD ;7;RETIRO;CECILIA CAROLINA CISTERNA VALLEJOS;CECI.CISTERNA.V@GMAIL.COM;73-288430;EMISPEQUENOSTESOROS.R@GMAIL.COM;;;;ü;;;;;
20339;ESCUELA ESPECIAL DE LENGUAJE RAYITO DE LUZ;Particular Subvencionado;ROBLE HUACHO 69;14;PANGUIPULLI;MARÍA TERESA SOTO MERINO;MARIASOTODOCENTE@HOTMAIL.COM;63-311688;MARIASOTODOCENTE@HOTMAIL.COM;;;;ü;;;;;
20340;ESCUELA ESPECIAL DE LENGUAJE LA COLMENA;Particular Subvencionado;CAREL MAPU 150;6;SAN FERNANDO;MARCELA TERESA DE LAS MERCEDES FARÍAS VERGARA;ESCUELA.LACOLMENA@GMAIL.COM;9-74281748;ESCUELA.LACOLMENA@GMAIL.COM;;;;ü;;;;;
20341;ESCUELA ESPECIAL DE LENGUAJE PANKULL;Particular Subvencionado;INDEPENDENCIA 8;6;MOSTAZAL;ANDREA TATIANA SALLES ACUÑA;TASALLES@UC.CL;72-2603559;DIRECCION@PANKULL.COM;;;;ü;;;;;
20342;ESCUELA ESPECIAL DE LENGUAJE POLHUIN;Particular Subvencionado;SECTOR DE POLHUIN S/N;7;CHANCO;CAROLINA DEL PILAR VALENZUELA ROMERO;TIAMO_POLITA@HOTMAIL.COM;09-62048828;ESCUELAPOLHUIN@GMAIL.COM;;;;ü;;;;;
20343;ESCUELA   ESPECIAL  N°  211 `KIMKUMTUN`;Particular Subvencionado;ANIBAL  PINTO 38;13;SAN BERNARDO;JACQUELINE ANTONIA ZÚÑIGA SANDOVAL;JACQUELINE.ZUNIGA@HOTMAIL.CL;22-8818529;KIMKUMTUM@GMAIL.COM;;;;ü;;;;;
20344;ESCUELA ESPECIAL DE LENGUAJE PALABRAS DE CRISTAL;Particular Subvencionado;PASAJE LOS CASTAÑOS S/N;7;LONGAVÍ;MARÍA EUGENIA MARDONES CASAS CORDERO;KENY95@HOTMAIL.COM;73-2658225;ESCUELAPALABRASDECRISTAL@GMAIL.COM;;;;ü;;;;;
20345;ESCUELA ESPECIAL N° 205 SANTA MARIA;Particular Subvencionado;POLICARPO TORO 190;13;MELIPILLA;FERNANDA CAROLINA MEZA GALLEGUILLOS;FERNANDAMEZAG@GMAIL.COM;02-28321377;ESCUELALENGUAJESANTAMARIA@GMAIL.COM;;;;ü;;;;;
20346;ESCUELA ESPECIAL DE LENGUAJE PEQUEÑO MUNDO;Particular Subvencionado;NICARAGUA 1901;4;LA SERENA;ANA MARÍA PAOLINI CARRASCO;ESCUELAP.MUNDO@GMAIL.COM;51-2642523;ESCUELAP.MUNDO@GMAIL.COM;;;;ü;;;;;
20349;ESCUELA ESPECIAL DE LENGUAJE ARBOL SAGRADO;Particular Subvencionado;EDUARDO ARELLANO ;6;MACHALÍ;SUSSAN VALESKA SIERRA BARAHONA;SUSSANSIERRAB@GMAIL.COM;72-2602203;ARBOLSAGRADOESCUELA@GMAIL.COM;;;;ü;;;;;
20350;ESCUELA ESPECIAL DE LENGUAJE PEUMAYEN;Particular Subvencionado;EL ALAMO PARCELA 15;6;SAN FERNANDO;ANNY YELENA OYARZO DÍAZ;PEUMAYENELCANELO2015@GMAIL.COM;72-2537199;PEUMAYENELCANELO2015@GMAIL.COM;;;;ü;;;;;
20351;ESCUELA ESPECIAL PLAY SCHOOL;Particular Subvencionado;AVD. LAS ROSAS 1-B HUERTOS FAMILIARES 1735;8;SAN PEDRO DE LA PAZ;PAOLA ELISABETH ESPARZA GUTIÉRREZ;MARIAJOLOP1@HOTMAIL.COM;9-77852917;MARIAJOLOP1@HOTMAIL.COM;;ü;;;;;;;
20354;ESCUELA ESPECIAL DE LENGUAJE PEQUEÑOS REYES;Particular Subvencionado;ALFREDO NAZAR 5;5;LA CRUZ;MARCELA ANDREA ARANCIBIA ROJO;COLEGIOPREYES@YAHOO.ES;33-2255813;COLEGIOPREYES@YAHOO.ES;;;;ü;;;;;
20355;ESCUELA ESPECIAL DE LENGUAJE SAN SEBASTIAN;Particular Subvencionado;SS. JUAN PABLO II 3348;4;COQUIMBO;VIVIANA CAROLINA PROTONOTARIO LABRA;PROTONOTARIOLABRAVIVI@GMAIL.COM;51-2641886;ESCUELASANSEBASTIAN.3348@GMAIL.COM;;;;ü;;;;;
20357;ESCUELA ESPECIAL DE LENGUAJE ZAPATITO JUGUETON;Particular Subvencionado;CALLE MONTREAL N° 1413 1413;9;VILCÚN;CLAUDIA ANDREA SALGADO MOLINA;CLAUDIAANDREA.SALAGDO@GMAIL.COM;45-2607879;ZAPATITOJUGUETONPRIMAVERA@GMAIL.COM;;;;ü;;;;;
20358;ESCUELA ESPECIAL DE LENGUAJE EDUCARTE;Particular Subvencionado;GUALLIPEN 2546;14;VALDIVIA;RODRIGO ALBERTO PIÑA FIGUEROA;RODRIGOAPF@GMAIL.COM;2-2886710;EDUCARTEVALDIVIA@GMAIL.COM;;;;ü;;;;;
20360;ESCUELA ESPECIAL DE LENGUAJE ARBOLIRIS;Particular Subvencionado;GABRIEL GONZALEZ VIDELA 4493;4;LA SERENA;CECILIA PAMELA ARAVENA SAAVEDRA;ESCUELAARBOLIRIS.LENGUAJE@GMAIL.COM;51-2641961;PROYECTOARBOLIRIS.DIF@GMAIL.COM;;;;ü;;;;;
20363;ESCUELA ESPECIAL DE LENGUAJE PEQUEÑOS ARTISTAS;Particular Subvencionado;SERRANO 424;5;QUILLOTA;LORENA VERÓNICA BASAURE PONCE;LORENA_BASAURE@HOTMAIL.COM;33-2312612;LORENA_BASAURE@HOTMAIL.COM;;;;ü;;;;;
20365;ESCUELA ESPECIAL DE LENGUAJE MI MUNDO IDEAL;Particular Subvencionado;AVELINO BRAVO 164 ;10;PUERTO MONTT;GLORIA ALEJANDRA VARGAS SOTO;MIMUNDOIDEAL.ALEJANDRA@GMAIL.COM;65-2213931;MIMUNDOIDEAL.ALEJANDRA@GMAIL.COM;;;;ü;;;;;
20366;ESCUELA ESPECIAL DE LENGUAJE AYEKANTUN;Particular Subvencionado;AVENIDA DUEÑAS - SAN PEDRO 88;5;QUILLOTA;MARÍA PAZ PONCE MORENO;LENGUAJEAYEKANTUN@GMAIL.COM;33-2258335;LENGUAJEAYEKANTUN@GMAIL.COM;;;;ü;;;;;
20368;ESCUELA ESPECIAL DE LENGUAJE EL DUENDE DAPAFE;Particular Subvencionado;AVENIDA EL BELLOTO ;5;QUILPUÉ;PAMELA RAQUEL ZÚÑIGA TOBAR;PAMELAZUNIGAT@GMAIL.COM;32-2124985;ESCUELADELENGUAJEDAPAFE@GMAIL.COM;;;;ü;;;;;
20371;ESCUELA ESPECIAL DE LENGUAJE ENE-TENE-TÚ;Particular Subvencionado;CALLE SAN MARTIN 947;5;QUILPUÉ;MARCELA BEATRIZ GONZÁLEZ MALDONADO;MGENETENETU@GMAIL.COM;32-3115431;LENGUAJENETENETU@GMAIL.COM;;;;ü;;;;;
20372;ESCUELA ESPECIAL DE LENGUAJE EL SAUCE;Particular Subvencionado;AVENIDA EL SAUCE 2575;4;COQUIMBO;CAROL VALENTINA VÁSQUEZ LÓPEZ;CAROLVALENTINA.VASQUEZLOPEZ@GMAIL.COM;-;ESCUELADELENGUAJEELSAUCE@GMAIL.COM;;;;ü;;;;;
20373;ESCUELA ESPECIAL DE LENGUAJE RAIMAU;Particular Subvencionado;AVDA. MICHIMALONGO ;5;SAN FELIPE;EDITH MACARENA FLORES GUERRERO;ESCUELADELENGUAJERAIMAPU2014@GMAIL.COM;34-2206220;ESCUELADELENGUAJERAIMAPU2014@GMAIL.COM;;;;ü;;;;;
20374;ESCUELA ESPECIAL DE LENGUAJE LAWAL;Particular Subvencionado;LAS CASCADAS 925 ;10;PUERTO MONTT;MIGUEL ANGEL ARAYA ASENCIO;MIGUEWTF@GMAIL.COM;65-2292989;ESCUELADELENGUAJELAWAL@GMAIL.COM;;;;ü;;;;;
20375;ESCUELA ESPECIAL DE LENGUAJE ESMERALDA;Particular Subvencionado;CAMINO PUBLICO ROSARIO - QUINTA DE TILCOCO 6108;6;RENGO;ROBERTO PATRICIO MARTÍNEZ GARCÍA;ROBERTOMG00@GMAIL.COM;72-2601255;ESCUELALENGUAJEESMERALDA.RENGO@GMAIL.COM;;;;ü;;;;;
20377;ESCUELA ESPECIAL DE LENGUAJE SANTA MARIANA;Particular Subvencionado;PERU LOTE 27 MZ 14 LAS COMPAÑIAS 2737;4;LA SERENA;TRINIDAD DEL PILAR MARTIN ARAYA;TRINIDAD.MARTIN@ESCUELALENGUAJESANTAMARIANA.CL;51-2642499;ESCUELALENGUAJESANTAMARIANA@YAHOO.ES;;;;ü;;;;;
20379;ESCUELA ESPECIAL DE LENGUAJE SEMILLITAS DE AMOR;Particular Subvencionado;POB. LAS ROSAS CALLE LOS LIRIOS 2253;5;QUILPUÉ;YORKA FABIOLA MONTES PEDRERO;YOREB77@HOTMAIL.CL;32-3520465;YOREB77@HOTMAIL.CL;;;;ü;;;;;
20381;ESCUELA ESPECIAL DE LENGUAJE APRENDO FELIZ;Particular Subvencionado;FUNDO SANTA ROSA ;10;PUERTO VARAS;JESSICA JEANNETTE GONZÁLEZ CÁRCAMO;JGONZALEZCARCAMO@GMAIL.COM;9-68476442;JGONZALEZCARCAMO@GMAIL.COM;;;;ü;;;;;
20383;ESCUELA ESPECIAL DE LENGUAJE SAYEN;Particular Subvencionado;IGNACIO SERRANO LOS JARDINES DE CASANOVA 1456;10;OSORNO;VERÓNICA YENNY IBARRA LEIVA;ESCUELA.SAYEN.OSORNO@GMAIL.COM;64-2217983;ESCUELA.SAYEN.OSORNO@GMAIL.COM;;;;ü;;;;;
20385;ESCUELA ESPECIAL DE LENGUAJE ALMAGRO;Particular Subvencionado;ALMAGRO 995;8;LOS ÁNGELES;ARLETTE PAOLA SOTO VALLEJOS;ESC.ALAMGRO@GMAIL.COM;43-72352241;ESC.ALMAGRO@GMAIL.COM;;;;ü;;;;;
20386;ESCUELA ESPECIAL DE LENGUAJE LANKUYEN CARELMAPU;Particular Subvencionado;CAMINO MAR BRAVA SIN Nº ;10;MAULLÍN;MARCELA MARGOT SILVA GONZÁLEZ;MARCELITA90SILVA@GMAIL.COM;65-2388504;LANKUYENCARELMAPU@GMAIL.COM;;;;ü;;;;;
20387;ESCUELA ESPECIAL N° 206, DANTE ALIGHIERI;Particular Subvencionado; ;13;PEÑAFLOR;ANDREA VICTORIA MACHUCA MOLINA;A.MACHUCAM83@GMAIL.COM;02-28124360;escuela.lenguajedante@hotmail.com;;;;ü;;;;;
20389;ESCUELA ESPECIAL DE LENGUAJE CAPULLOS;Particular Subvencionado;RICARDO CASTRO 721;8;LOS ÁNGELES;VIVIANA VERÓNICA MUÑOZ SEPÚLVEDA;LENGUAJECAPULLOS@GMAIL.COM;43-2544956;LENGUAJECAPULLOS@GMAIL.COM;;;;ü;;;;;
20391;ESCUELA ESPECIAL DE LENGUAJE EL NOGAL;Particular Subvencionado;ELEUTERIO RAMIREZ 380;8;FLORIDA;FRESIA DEL CARMEN MOLINA HENRÍQUEZ;FRESIA.MOLINA.HENRIQUEZ@GMAIL.COM;41-2645570;FRESIA.MOLINA.HENRIQUEZ@GMAIL.COM;;;;ü;;;;;
20397;ESCUELA ESPECIAL N°2466 NUESTROS HIJOS;Particular Subvencionado;CALLE BERNA 1870;13;CONCHALÍ;NATALY DENISSE PERRÍN PÉREZ;NATALYPERRIN@HOTMAIL.COM;22-6235830;ESCUELANUESTROSHIJOS@GMAIL.COM;;;;ü;;;;;
20405;ESCUELA ESPECIAL DE LENGUAJE NUEVA HABLA PALABRA;Particular Subvencionado;AVDA PORTUGAL LOTEO PUNTA MIRA NORTE 2790;4;COQUIMBO;LEYLA MABEL MUÑOZ FLORES;LEYLAMAB21@HOTMAIL.COM;51-2540499;DIAMANTESCOQUIMBO@GMAIL.COM;;;;ü;;;;;
20407;ESCUELA ESPECIAL DE LENGUAJE Y PRE BASICA ALIWEN;Particular Subvencionado;AVENIDA AURORA LAS COMPAÑIAS 3091;4;LA SERENA;CAROLINA XIMENA HERRERA LAGOS;LINDA@ESCUELAALIWEN.CL;51-2280365;CONTACTOESCUELAALIWEN@GMAIL.COM;;;;ü;;;;;
20408;ESCUELA ESPECIAL DE LENGUAJE HUELLITAS;Particular Subvencionado;VOLCAN ANTILLANCA Nº45 45;10;PUERTO VARAS;JACQUELINE DEL CARMEN FARIÑA SEPÚLVEDA;JACKYHUELLITAS2015@GMAIL.COM;65-2710143;CONTACTO@ESCUELAHUELLITAS.CL;;;;ü;;;;;
20412;ESCUELA DIFERENCIAL Y CENTRO DE ATENCION TEMPRANA LIBERTAD;Particular Subvencionado;FREIRE 1350;8;CONCEPCIÓN;CATHERINE ANDREA TILLERÍA TORRES;DIRECTORAPEDAGOGICA@ESCUELALIBERTAD.CL;41-3220885;DIRECCION.ESCUELALIBERTAD@GMAIL.COM;;;;;;ü;;;
20413;ESPECIAL DE LENGUAJE COLORIN COLORADO;Particular Subvencionado;MARCELLA 2278;8;LOS ÁNGELES;MAGDALENA ANDREA FIGUEROA RIQUELME;MAGDALENA.FIGUEROA.RIQUELME@GMAIL.COM;43-2544174;ESC.COLORINCOLORADO@GMAIL.COM;;;;ü;;;;;
20414;ESCUELA ESPECIAL DE LENGUAJE BRISTOL;Particular Subvencionado;BRISTOL 2553;8;HUALPÉN;CAROLINA LORETO VILLALÓN MUÑOZ;CAROLAVILLALONMUNOZ@GMAIL.COM;41-3215373;ESCUELABRISTOL@GMAIL.COM;;;;ü;;;;;
20416;ESCUELA ESPECIAL DE LENGUAJE CREANDO SUEÑOS;Particular Subvencionado;GENERAL VENEGAS 217;16;ÑIQUÉN;GABRIELA CELINA MORALES CARVAJAL;GMORALES@CREANDOSUENOS.CL;42-2522329;CREANDOSUENIOS2014@GMAIL.COM;;;;ü;;;;;
20421;ESCUELA ESPECIAL DE LENGUAJE TUCAPEL;Particular Subvencionado;CONDELL 190;8;TUCAPEL;DAMARIS YERARDINA CUEVAS ARROYO;DAMARISYER@GMAIL.COM;-;DAMARISYER@GMAIL.COM;;;;ü;;;;;
20422;ESCUELA ESPECIAL DE LENGUAJE ESPERANZA;Particular Subvencionado;LOS PINOS NRO. 10 ;8;CABRERO;HILDA JACQUELINE NÚÑEZ CHAVARRÍA;HILDASAG@HOTMAIL.COM;43-2291719;ESCUELA.DE.LENGUAJE.ESPERANZA@GMAIL.COM;;;;ü;;;;;
20423;ECO ESCUELA QUPA YAPU DE TRASTORNOS ESPECÍFICOS DEL LENGUAJE;Particular Subvencionado;CALLE JUAN MARTINEZ 434;3;COPIAPÓ;ROMINA MURIELLE VICTORIA URBINA QUITRAL;ECOESCUELACOPIAPO@HOTMAIL.COM;52-2365082;ECOESCUELACOPIAPO@HOTMAIL.COM;;;;ü;;;;;
20424;ESCUELA ESPECIAL DE LENGUAJE Y ESCUELA BASICA MY COLLEGE;Particular Subvencionado;CAMINO A LAS MARIPOSAS KM. 8 KM 8;16;CHILLÁN;SIMÓN ORLANDO MUÑOZ CORNEJO;SIMON.MUNOZ@MYCOLLEGE.CL;42-2546372;MYCOLLEGECHILLAN@GMAIL.COM;;;;ü;;;;;
20425;COLEGIO EDUCRECE;Particular Subvencionado;CALLE BRUSELAS ;5;QUILPUÉ;PAULINA JOCELYN GRANADA CORROTEA;PAULINA.GRANADA@GMAIL.COM;32-3501076;EEINNOVACIONSOCIAL2015@GMAIL.COM;;ü;;;;;;;
20429;ESCUELA ESPECIAL N° 2470 ÁRBOL DE COLORES;Particular Subvencionado;CALLE LA PRIMAVERA 3516;13;LA PINTANA;CLAUDIA DE LAS MERCEDES VILLARROEL RUBILAR;DIRECCION@ARBOLDECOLORES.CL;09-61680373;DIRECCION.ARBOLDECOLORES@GMAIL.COM;;;;ü;;;;;
20430;ESCUELA ESPECIAL DE LENGUAJE PEUMAYEN;Particular Subvencionado;MANGIN - VILLA PARQUE LA POSADA 2359;8;CORONEL;CLAUDIA PAOLA TOLEDO URIBE;CTUTOLEDO@HOTMAIL.COM;44-2886491;CTUTOLEDO@HOTMAIL.COM;;;;ü;;;;;
20431;ESCUELA ESPECIAL DE LENGUAJE SAN DAMIAN;Particular Subvencionado;AVDA. OHIGGINS 2448;16;CHILLÁN VIEJO;JENIFFER DIANA LIZAMA VALLADARES;JLIZAMAVALLADARES@GMAIL.COM;42-2324877;SESANDAMIAN@GMAIL.COM;;;;ü;;;;;
20432;ESCUELA ESPECIAL N° 2472 GIRASOL;Particular Subvencionado;CALLE UNO 1664;13;LA FLORIDA;GRACIA SOLEDAD BUENDÍA VALDIVIA;GRACIASOLEDAD@GMAIL.COM;22-9854688;ESCUELA.GIRASOL@YAHOO.CL;;;;ü;;;;;
20433;ESCUELA ESPECIAL DE LENGUAJE PEQUEÑOS AMIGOS;Particular Subvencionado;CRUZ 478;8;CONCEPCIÓN;MARÍA JOSÉ MORALES MORALES;MARIAJOSE.MORALESMORALES@GMAIL.COM;41-3176202;EDLPEQUENOSAMIGOS@GMAIL.COM;;;;ü;;;;;
20436;COLEGIO  ALONSO  DE  CORDOVA;Particular Subvencionado;AVDA  EL  MONTIJO 1010;13;RENCA;DANIEL ALEJANDRO ARIAS ACUÑA;COLEGIOALONSODECORDOVA@GMAIL.COM;9-42751719;COLEGIOALONSODECORDOVA@GMAIL.COM;;;;ü;;;;;
20437;ESCUELA ESPECIAL DE LENGUAJE GIRASOLES;Particular Subvencionado;ISABEL RIQUELME 120;16;CHILLÁN;ORIANA ANDREA BOCAZ VALENZUELA;CELGIRASOLES@GMAIL.COM;42-2323133;CELGIRASOLES@GMAIL.COM;;;;ü;;;;;
20438;ESCUELA ESPECIAL DE LENGUAJE SANTA LEONOR;Particular Subvencionado;BALMACEDA 37;8;TALCAHUANO;MARÍA BELÉN ABURTO YÁÑEZ;MBELEN.ABURTOY@GMAIL.COM;41-3234893;EELSANTALEONOR@GMAIL.COM;;;;ü;;;;;
20439;ESCUELA ESPECIAL DE LENGUAJE MUNICIPAL;Particular Subvencionado;OHIGGINS 175;14;LA UNIÓN;YASNA NATALY PARDO PICHINTINI;YASNAPARDO88@GMAIL.COM;64-2472302;CLAUDIO.SUAZO@MINEDUC.CL;;;;ü;;;;;
20446;CENTRO DE EDUCACION ESPECIAL SAN FRANCISCO DE ASIS;Particular Subvencionado;SECTOR ASQUE KM 22 S/N°;14;MARIQUINA;JESSICA LORENA RODAS CONTRERAS;JESSIALFRED@YAHOO.ES;-;JESSIALFRED@YAHOO.ES;;;;;;;ü;;
20447;ESCUELA  ESPECIAL  N°2476  MIS  FUTURAS  PALABRAS;Particular Subvencionado;NUEVA  ANTUMALAL 181;13;MAIPÚ;SOLANGE CAROLA ACEVEDO FIGUEROA;SOLANGEACEVEDO@HOTMAIL.COM;2-9208376;MISFUTURASPALABRAS@HOTMAIL.COM;;;;ü;;;;;
20450;ESCUELA DE LENGUAJE ALMA MATER;Particular Subvencionado;PADRE SIGISFREDO 187;14;PANGUIPULLI;BELÉN ELIZABETH RÍOS ISLA;BELENRIOSISLA@GMAIL.COM;63-2312778;ESCUELAALMAMATER@GMAIL.COM;;;;ü;;;;;
20454;ESCUELA ESPECIAL DE LENGUAJE ARBOL;Particular Subvencionado;JOSE TORIBIO MEDINA LOTE C ;6;PALMILLA;MARÍA ANGELES LÓPEZ ÁVILA;ESCUELAARBOLPALMILLA@GMAIL.COM;72-2485102;ESCUELAARBOLPALMILLA@GMAIL.COM;;;;ü;;;;;
20455;ESCUELA  ESPECIAL  N° 2481  `SANTA  EMILIA `;Particular Subvencionado;CALLE  PAPA  SAN  PEDRO 9402;13;PUDAHUEL;ANA KARINA MUÑOZ TORRES;ANAKARINAMUNOZ@GMAIL.COM;23-2062786;ESCUELASANTAEMILIA@GMAIL.COM;;;;ü;;;;;
20456;ESCUELA  DIFERENCIAL N° 2480  ` AMULEN`;Particular Subvencionado;ESMERALDA 1418;13;RENCA;VANESSA DE LOS ANGELES NEIRA MORALES;VANESSA.NEIRA24@GMAIL.COM;22-6426749;ESCUELADIFERENCIALAMULEN@GMAIL.COM;;ü;;;;;;;
20457;ESCUELA ESPECIAL N° 2479 MARGARITA;Particular Subvencionado;AVENIDA GENERAL GAMBINO 3692;13;CONCHALÍ;PAOLA DEL CARMEN BRAVO GONZÁLEZ;POLABRAVOG@GMAIL.COM;2-27287118;UTPMARGARITA@GMAIL.COM;;;;ü;;;;;
20458;ESCUELA ESPECIAL N° 2478 ANGELES;Particular Subvencionado;ALCALDE JUAN LARENAS 211;13;QUILICURA;LORENA ISABEL ALARCÓN NAVARRETE;DIRECCION@ESCUELAANGELES.CL;22-6071931;ESCUELITAANGELES@GMAIL.COM;;;;ü;;;;;
20462;ESCUELA ESPECIAL DE LENGUAJE AMAPOLA;Particular Subvencionado;CALLE SAN MARCOS ;6;OLIVAR;DEBORA ALDANA ARCHILES SALVO;DEBORA.ARCHILES@GMAIL.COM;-;AMAPOLA.RANCAGUA2015@GMAIL.COM;;;;ü;;;;;
20463;ESCUELA ESPECIAL DE LENGUAJE TRAVESÍA;Particular Subvencionado;AVDA. GUILLERMO ULRIKSEN ;4;LA SERENA;TATIANA ELIZABETH GONZÁLEZ TOLEDO;TATIANAGONZALEZTOLEDO@GMAIL.COM;51-2487142;TRAVESIASERENA@GMAIL.COM;;;;ü;;;;;
20467;ESCUELA ESPECIAL DE LENGUAJE EL CASTILLO DE VICENTE;Particular Subvencionado;CALLE SANTA FILOMENA ;6;RANCAGUA;MARCELA ANDREA AVENDAÑO GONZÁLEZ;MIBA29_7@HOTMAIL.COM;72-2764354;ELCASTILLODEIGNACIA@HOTMAIL.COM;;;;ü;;;;;
20472;ESCUELA ESPECIAL DE LENGUAJE MI PEQUEÑO SUEÑO;Particular Subvencionado;KURT MOLLER 656;7;LINARES;LORENA ANDREA BARRIGA GÓMEZ;LBLORENABG33@GMAIL.COM;73-2330495;MPS.LINARES@GMAIL.COM;;;;ü;;;;;
20480;ESCUELA ESPECIAL N° 238 MAGUS;Particular Subvencionado;AVENIDA DOMINGO TOCORNAL 482;13;PUENTE ALTO;FABIOLA ALEJANDRA CAVIERES LEYTON;ESCUELAMAGUS@GMAIL.COM;02-28517429;ESCUELAMAGUS@GMAIL.COM;;;;ü;;;;;
20487;ESCUELA ESPECIAL N° 2483 ANKATU;Particular Subvencionado;CALLE LOS VILOS 316;13;COLINA;CRISTIAN IVÁN ITURRIAGA ZELAYA;CITURRIAGAZELAYA@GMAIL.COM;22-8443414;ESCUELADELENGUAJEANKATUCOLINA@GMAIL.COM;;;;ü;;;;;
20490;ESCUELA ESPECIAL MONTE DE LOS OLIVOS;Particular Subvencionado;RINCONADA DE TROMEN S/N S/N;9;TEMUCO;PATRICIA ESTER SÁNCHEZ MELLA;PSANME@GMAIL.COM;-;ESC.MONTEDELOSOLIVOS@GMAIL.COM;;ü;;;;;;;
20491;ESCUELA ESPECIAL DIFERENCIAL ALEN;Particular Subvencionado;LOS LLEUQUES 1231;8;LOS ÁNGELES;CARLA CONSTANZA MENA CEA;ESCUELAALENLOSANGELES@GMAIL.COM;43-2318650;ESCUELAALENLOSANGELES@GMAIL.COM;;ü;;;;;;;
20492;ESCUELA ESPECIAL MASTER EDUCA;Particular Subvencionado;EL PORVENIR LOTE B S/N° LTB S/N;6;CHIMBARONGO;ROSSANA MARITZA ANTILEF BARRIOS;RANTILEFB@GMAIL.COM;72-2496050;ESCUELAMASTEREDUCA@GMAIL.COM;;ü;;;;;;;
20493;ESCUELA ESPECIAL Nº239 CARRUSEL;Particular Subvencionado;EDUARDO CORDERO 642;13;PUENTE ALTO;LUZ MARINA VERA MOSQUEIRA;LUZVERAMOSQUEIRA@GMAIL.COM;22-8503857;ESCUELADELENGUAJECARRUSEL@GMAIL.COM;;;;ü;;;;;
20497;ESCUELA ESPECIAL DE LENGUAJE MANDALA;Particular Subvencionado;CALLE TERCERA 556 PLACILLA DE PEÑUELAS 556;5;VALPARAÍSO;ALIDA DEL CARMEN MANCILLA FLORES;ESCUELAMANDALA.DIRECCION@GMAIL.COM;-;ESCUELAMANDALA.DIRECCION@GMAIL.COM;;;;ü;;;;;
20504;CENTRO EDUCACIONAL HACIENDA DE TENO;Particular Subvencionado;HACIENDA TENO S/Nº;7;TENO;ANTONIO ALBERTO VERGARA ROJAS;AVERGARAROJAS@GMAIL.COM;9-94005590;AVERGARAROJAS@GMAIL.COM;;ü;;;;;;;
20511;ESCUELA  ESPECIAL N° 2486 EDELWEISS;Particular Subvencionado;CARRASCAL 6089;13;QUINTA NORMAL;ALEJANDRA MABEL ORTEGA ALVEAR;JANI.OA@HOTMAIL.COM;22-7759375;ESC.EDELWEISS@GMAIL.COM;;;;ü;;;;;
20512;ESCUELA ESPECIAL DIFERENCIAL CENTRO DE FORMACION LABORAL AMANECER DE CARRIZALES;Particular Subvencionado;CAMINO A TOME ;16;COELEMU;MARÍA ELENA DEL PILAR NEIRA MARCHANT;DELPILAR1210@LIVE.CL;9-81666352;CSEPULVEDA@MUNICIPALIDADDECOELEMU.CL;;ü;;;;;;;
